,Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTerm
13621,2017,451965.0,9,1,1,1,1,217.0,1,30,111,63,3,,Montana,MT,46.8,1.0,3.989807692307693,1034.7165062021297,197.08885832421518,4.0,360
13622,2017,451965.0,9,1,1,1,1,60.0,1,19,113,16,9,,Iowa,IA,183.3,1.4,3.989807692307693,286.09672982547363,214.57254736910522,3.1,360
13624,2017,451965.0,9,1,1,1,1,148.0,1,48,201,133,1,,Texas,TX,,1.1,3.989807692307693,705.705266902835,63.67265566040616,4.3,360
13625,2017,451965.0,9,1,1,1,1,320.0,2,51,770,120,0,,Virginia,VA,509.6,1.2,3.989807692307693,1525.8492257358596,152.58492257358597,3.8,360
13626,2017,451965.0,9,1,1,1,1,177.0,1,12,9,54,6,,Florida,FL,968.0,2.7,3.989807692307693,843.9853529851473,187.55230066336605,4.2,360
13628,2017,451965.0,9,1,1,1,1,1600.0,1,41,17,1581,0,,Oregon,OR,236.8,2.9,3.989807692307693,7629.246128679297,57.90699148902692,4.1,360
13629,2017,451965.0,9,1,1,1,1,143.0,1,18,97,58,3,,Indiana,IN,352.3,1.8,3.989807692307693,681.8638727507122,141.07528401738873,3.5,360
13630,2017,451965.0,9,1,1,1,1,1459.0,1,6,37,372,0,,California,CA,,2.6,3.989807692307693,6956.918813589435,224.41673592223984,4.8,360
13631,2017,451965.0,9,1,1,1,1,470.0,1,42,101,240,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,2241.091050299544,112.05455251497719,4.9,360
13634,2017,451965.0,9,1,1,1,1,625.0,3,36,59,122,0,5.0,New York,NY,,1.3,3.989807692307693,2980.1742690153505,293.1318953129853,4.7,360
13635,2017,451965.0,9,1,1,1,1,672.0,1,36,119,216,0,,New York,NY,,1.3,3.989807692307693,3204.2833740453048,178.01574300251693,4.7,360
13636,2017,451965.0,9,1,1,1,1,275.0,3,34,39,157,0,1.0,New Jersey,NJ,600.2,1.6,3.989807692307693,1311.2766783667541,100.22496904714043,4.6,360
13638,2017,451965.0,9,1,1,1,1,539.0,1,36,119,173,0,,New York,NY,,1.3,3.989807692307693,2570.1022895988385,178.2729911860466,4.7,360
13640,2017,451965.0,9,1,1,1,2,57.0,1,12,57,109,3,,Florida,FL,968.0,2.7,3.989807692307693,271.7918933342,29.9220433028477,4.2,360
13641,2017,451965.0,9,1,1,1,1,130.0,1,12,99,48,1,,Florida,FL,968.0,2.7,3.989807692307693,619.8762479551929,154.96906198879822,4.2,360
13642,2017,451965.0,9,1,1,1,1,414.0,1,16,1,176,1,,Idaho,ID,69.4,2.0,3.989807692307693,1974.067435795768,134.5955069860751,3.2,360
13645,2017,451965.0,9,1,1,1,1,924.0,1,6,81,262,0,,California,CA,,2.6,3.989807692307693,4405.889639312294,201.79647202957074,4.8,360
13647,2017,451965.0,9,1,1,1,1,143.0,1,34,39,65,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,681.8638727507122,125.88256112320839,4.6,360
13649,2017,451965.0,9,1,1,1,1,713.0,1,6,37,306,0,,California,CA,,2.6,3.989807692307693,3399.782806092712,133.32481592520438,4.8,360
13650,2017,451965.0,9,1,1,1,1,60.0,3,4,19,25,0,9.0,Arizona,AZ,314.7,2.2,3.989807692307693,286.09672982547363,137.32643031622734,4.9,360
13652,2017,451965.0,9,1,1,1,1,283.0,1,48,121,147,3,,Texas,TX,,1.1,3.989807692307693,1349.4229090101508,110.15697216409394,4.3,360
13653,2017,451965.0,9,1,1,1,1,319.0,1,4,13,103,3,,Arizona,AZ,314.7,2.2,3.989807692307693,1521.080946905435,177.21331420257494,4.9,360
13655,2017,451965.0,9,1,1,1,1,243.0,1,12,73,92,3,,Florida,FL,968.0,2.7,3.989807692307693,1158.6917557931683,151.13370727736978,4.2,360
13658,2017,451965.0,9,1,1,1,1,368.0,1,36,85,75,3,,New York,NY,,1.3,3.989807692307693,1754.7266095962384,280.75625753539816,4.7,360
13659,2017,451965.0,9,1,1,1,1,550.0,1,53,63,380,0,,Washington,WA,491.7,3.1,3.989807692307693,2622.5533567335083,82.81747442316342,4.8,360
13661,2017,451965.0,9,1,1,1,1,310.0,1,16,55,57,3,,Idaho,ID,69.4,2.0,3.989807692307693,1478.166437431614,311.1929341961293,3.2,360
13662,2017,451965.0,9,1,1,1,1,380.0,3,36,61,120,0,7.0,New York,NY,,1.3,3.989807692307693,1811.9459555613332,181.19459555613332,4.7,360
13663,2017,451965.0,9,1,1,1,1,442.0,1,36,103,152,0,,New York,NY,,1.3,3.989807692307693,2107.579243047656,166.38783497744652,4.7,360
13665,2017,451965.0,9,1,1,1,1,723.0,1,6,59,200,0,,California,CA,,2.6,3.989807692307693,3447.4655943969574,206.84793566381742,4.8,360
13666,2017,451965.0,9,1,1,1,1,247.0,3,34,3,75,0,4.0,New Jersey,NJ,600.2,1.6,3.989807692307693,1177.7648711148665,188.44237937837863,4.6,360
13667,2017,451965.0,9,1,1,1,2,488.0,1,53,33,123,0,,Washington,WA,491.7,3.1,3.989807692307693,2326.9200692471854,227.01659212167664,4.8,360
13668,2017,451965.0,9,1,1,1,1,309.0,1,47,157,121,1,,Tennessee,TN,341.3,2.1,3.989807692307693,1473.3981586011892,146.1221314315229,3.7,360
13669,2017,451965.0,9,1,1,1,2,276.0,1,41,41,110,1,,Oregon,OR,236.8,2.9,3.989807692307693,1316.0449571971787,143.56854078514678,4.1,360
13671,2017,451965.0,9,1,1,1,1,1013.0,1,36,61,642,0,,New York,NY,,1.3,3.989807692307693,4830.26645522008,90.28535430317908,4.7,360
13674,2017,451965.0,9,1,1,1,1,151.0,1,12,86,53,1,,Florida,FL,968.0,2.7,3.989807692307693,720.0101033941087,163.02115548545856,4.2,360
13675,2017,451965.0,9,1,1,1,1,416.0,1,53,61,135,3,,Washington,WA,491.7,3.1,3.989807692307693,1983.6039934566174,176.32035497392155,4.8,360
13676,2017,451965.0,9,1,1,1,1,391.0,1,37,183,144,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1864.3970226960032,155.36641855800028,4.6,360
13678,2017,451965.0,9,1,1,1,2,99.0,1,37,129,41,1,,North Carolina,NC,537.0,1.9,3.989807692307693,472.0596042120315,138.16378659864338,4.6,360
13680,2017,451965.0,9,1,1,1,2,488.0,1,37,53,257,0,,North Carolina,NC,537.0,1.9,3.989807692307693,2326.9200692471854,108.64996432282577,4.6,360
13681,2017,451965.0,9,1,1,1,1,110.0,1,53,33,31,1,,Washington,WA,491.7,3.1,3.989807692307693,524.5106713467017,203.03638890840062,4.8,360
13682,2017,451965.0,9,1,1,1,1,109.0,3,37,183,50,0,4.0,North Carolina,NC,537.0,1.9,3.989807692307693,519.7423925162772,124.73817420390651,4.6,360
13683,2017,451965.0,9,1,1,1,1,341.0,1,21,111,74,1,,Kentucky,KY,203.2,1.6,3.989807692307693,1625.9830811747752,263.67293208239596,4.9,360
13684,2017,451965.0,9,1,1,1,1,160.0,1,18,89,52,1,,Indiana,IN,352.3,1.8,3.989807692307693,762.9246128679298,176.05952604644534,3.5,360
13685,2017,451965.0,9,1,1,1,1,420.0,1,34,21,260,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,2002.6771087783154,92.43125117438379,4.6,360
13686,2017,451965.0,9,1,1,1,1,290.0,1,12,95,83,1,,Florida,FL,968.0,2.7,3.989807692307693,1382.8008608231228,199.92301602262015,4.2,360
13687,2017,451965.0,9,1,1,1,1,281.0,1,26,163,120,1,,Michigan,MI,504.9,2.0,3.989807692307693,1339.8863513493015,133.98863513493015,4.6,360
13688,2017,451965.0,9,1,1,1,1,500.0,1,34,25,421,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,2384.1394152122803,67.95646789203649,4.6,360
13689,2017,451965.0,9,1,1,1,2,76.0,1,36,23,108,1,,New York,NY,,1.3,3.989807692307693,362.38919111226664,40.26546567914074,4.7,360
13690,2017,451965.0,9,1,1,1,2,152.0,1,48,167,84,3,,Texas,TX,,1.1,3.989807692307693,724.7783822245333,103.53976888921905,4.3,360
13691,2017,451965.0,9,1,1,1,1,1046.0,1,36,61,200,0,,New York,NY,,1.3,3.989807692307693,4987.619656624091,299.25717939744544,4.7,360
13692,2017,451965.0,9,1,1,1,2,77.0,1,53,49,57,3,,Washington,WA,491.7,3.1,3.989807692307693,367.1574699426912,77.2963094616192,4.8,360
13693,2017,451965.0,9,1,1,1,1,313.0,1,4,13,74,1,,Arizona,AZ,314.7,2.2,3.989807692307693,1492.4712739228873,242.022368744252,4.9,360
13694,2017,451965.0,9,1,1,1,1,100.0,1,17,37,57,1,,Illinois,IL,815.5,1.4,3.989807692307693,476.82788304245605,100.38481748262232,5.0,360
13695,2017,451965.0,9,1,1,1,1,155.0,1,13,169,96,1,,Georgia,GA,548.4,2.7,3.989807692307693,739.083218715807,92.38540233947587,4.7,360
13698,2017,451965.0,9,1,1,1,1,393.0,1,27,3,151,3,,Minnesota,MN,345.3,1.7,3.989807692307693,1873.9335803568522,148.92187393564387,3.5,360
13699,2017,451965.0,9,1,1,1,1,186.0,1,4,13,126,1,,Arizona,AZ,314.7,2.2,3.989807692307693,886.8998624589683,84.4666535675208,4.9,360
13700,2017,451965.0,9,1,1,1,1,297.0,1,6,47,61,1,,California,CA,,2.6,3.989807692307693,1416.1788126360946,278.59255330546125,4.8,360
13701,2017,451965.0,9,1,1,1,1,688.0,1,36,85,197,0,,New York,NY,,1.3,3.989807692307693,3280.5758353320975,199.8320305786049,4.7,360
13703,2017,451965.0,9,1,1,1,2,77.0,1,24,510,40,3,,Maryland,MD,391.4,1.6,3.989807692307693,367.1574699426912,110.14724098280735,4.1,360
13704,2017,451965.0,9,1,1,1,1,310.0,1,47,187,180,1,,Tennessee,TN,341.3,2.1,3.989807692307693,1478.166437431614,98.5444291621076,3.7,360
13705,2017,451965.0,9,1,1,1,1,2136.0,1,36,47,838,0,,New York,NY,,1.3,3.989807692307693,10185.043581786862,145.84787945279518,4.7,360
13707,2017,451965.0,9,1,1,1,2,1500.0,1,36,103,604,0,,New York,NY,,1.3,3.989807692307693,7152.418245636842,142.1010247477518,4.7,360
13708,2017,451965.0,9,1,1,1,1,870.0,1,6,81,158,0,,California,CA,,2.6,3.989807692307693,4148.402582469368,315.0685505672938,4.8,360
13709,2017,451965.0,9,1,1,1,1,288.0,1,45,51,86,1,,South Carolina,SC,217.8,2.1,3.989807692307693,1373.2643031622736,191.6182748598521,4.3,360
13710,2017,451965.0,9,1,1,1,1,313.0,1,51,161,72,1,,Virginia,VA,509.6,1.2,3.989807692307693,1492.4712739228873,248.74521232048122,3.8,360
13711,2017,451965.0,9,1,1,1,1,637.0,1,6,1,164,0,,California,CA,,2.6,3.989807692307693,3037.3936149804454,222.24831329125212,4.8,360
13712,2017,451965.0,9,1,1,1,1,417.0,3,20,173,93,0,1.0,Kansas,KS,156.4,1.0,3.989807692307693,1988.3722722870418,256.56416416606993,3.6,360
13715,2017,451965.0,9,1,1,1,2,1788.0,1,12,71,701,0,,Florida,FL,968.0,2.7,3.989807692307693,8525.682548799114,145.9460636028379,4.2,360
13716,2017,451965.0,9,1,1,1,1,252.0,1,18,89,135,1,,Indiana,IN,352.3,1.8,3.989807692307693,1201.6062652669893,106.80944580151017,3.5,360
13718,2017,451965.0,9,1,1,1,2,557.0,1,6,59,360,3,,California,CA,,2.6,3.989807692307693,2655.93130854648,88.531043618216,4.8,360
13721,2017,451965.0,9,1,1,1,2,53.0,1,39,81,68,1,,Ohio,OH,646.5,1.9,3.989807692307693,252.71877801250173,44.59743141397089,5.0,360
13722,2017,451965.0,9,1,1,1,1,740.0,1,4,13,492,0,,Arizona,AZ,314.7,2.2,3.989807692307693,3528.526334514175,86.06161791497988,4.9,360
13727,2017,451965.0,9,1,1,1,1,385.0,1,12,5,137,1,,Florida,FL,968.0,2.7,3.989807692307693,1835.7873497134558,160.79889194570416,4.2,360
13729,2017,451965.0,9,1,1,1,1,216.0,1,9,1,109,1,,Connecticut,CT,271.7,1.5,3.989807692307693,1029.9482273717051,113.38879567394918,4.7,360
13730,2017,451965.0,9,1,1,1,1,288.0,1,6,67,64,1,,California,CA,,2.6,3.989807692307693,1373.2643031622736,257.48705684292634,4.8,360
13731,2017,451965.0,9,1,1,1,2,800.0,1,36,47,224,0,,New York,NY,,1.3,3.989807692307693,3814.6230643396484,204.35480701819543,4.7,360
13732,2017,451965.0,9,1,1,1,1,215.0,1,36,103,78,1,,New York,NY,,1.3,3.989807692307693,1025.1799485412805,157.71999208327392,4.7,360
13733,2017,451965.0,9,1,1,1,1,328.0,3,9,13,60,0,1.0,Connecticut,CT,271.7,1.5,3.989807692307693,1563.995456379256,312.7990912758512,4.7,360
13734,2017,451965.0,9,1,1,1,1,780.0,1,6,41,169,0,,California,CA,,2.6,3.989807692307693,3719.257487731157,264.0892890696679,4.8,360
13735,2017,451965.0,9,1,1,1,1,396.0,1,12,57,194,3,,Florida,FL,968.0,2.7,3.989807692307693,1888.238416848126,116.79825258854387,4.2,360
13737,2017,451965.0,9,1,1,1,1,458.0,1,34,25,125,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,2183.871704334449,209.65168361610714,4.6,360
13738,2017,451965.0,9,1,1,1,1,346.0,1,13,215,181,1,,Georgia,GA,548.4,2.7,3.989807692307693,1649.8244753268982,109.38062819846839,4.7,360
13739,2017,451965.0,9,1,1,1,2,880.0,1,34,29,926,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,4196.085370773613,54.37691625192587,4.6,360
13741,2017,451965.0,9,1,1,1,1,1028.0,1,36,61,294,0,,New York,NY,,1.3,3.989807692307693,4901.790637676449,200.07308725209995,4.7,360
13742,2017,451965.0,9,1,1,1,1,170.0,3,6,37,8,0,1.0,California,CA,,2.6,3.989807692307693,810.6074011721754,1215.9111017582632,4.8,360
13744,2017,451965.0,9,1,1,1,1,199.0,1,37,67,86,1,,North Carolina,NC,537.0,1.9,3.989807692307693,948.8874872544876,132.4029051983006,4.6,360
13745,2017,451965.0,9,1,1,1,1,238.0,1,42,45,84,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1134.8503616410455,162.12148023443507,4.9,360
13746,2017,451965.0,9,1,1,1,2,88.0,1,45,13,48,3,,South Carolina,SC,217.8,2.1,3.989807692307693,419.6085370773613,104.90213426934032,4.3,360
13748,2017,451965.0,9,1,1,1,2,361.0,1,12,101,95,1,,Florida,FL,968.0,2.7,3.989807692307693,1721.3486577832666,217.43351466736,4.2,360
13749,2017,451965.0,9,1,1,1,1,189.0,1,2,170,65,1,,Alaska,AK,50.1,-1.9,3.989807692307693,901.2046989502419,166.3762521138908,7.2,360
13750,2017,451965.0,9,1,1,1,1,1920.0,1,6,85,631,0,,California,CA,,2.6,3.989807692307693,9155.095354415156,174.10640927572405,4.8,360
13751,2017,451965.0,9,1,1,1,1,750.0,1,53,33,240,0,,Washington,WA,491.7,3.1,3.989807692307693,3576.209122818421,178.81045614092105,4.8,360
13753,2017,451965.0,9,1,1,1,1,80.0,1,45,35,24,1,,South Carolina,SC,217.8,2.1,3.989807692307693,381.4623064339649,190.73115321698245,4.3,360
13755,2017,451965.0,9,1,1,1,1,236.0,1,12,101,277,1,,Florida,FL,968.0,2.7,3.989807692307693,1125.3138039801963,48.75005649011681,4.2,360
13756,2017,451965.0,9,1,1,1,1,72.0,1,19,125,55,1,,Iowa,IA,183.3,1.4,3.989807692307693,343.3160757905684,74.90532562703311,3.1,360
13757,2017,451965.0,9,1,1,1,1,214.0,1,31,155,142,1,,Nebraska,NE,118.2,1.6,3.989807692307693,1020.4116697108561,86.23197208824136,2.9,360
13758,2017,451965.0,9,1,1,1,2,385.0,1,27,111,260,1,,Minnesota,MN,345.3,1.7,3.989807692307693,1835.7873497134558,84.7286469098518,3.5,360
13759,2017,451965.0,9,1,1,1,1,118.0,1,18,1,42,3,,Indiana,IN,352.3,1.8,3.989807692307693,562.6569019900982,160.75911485431376,3.5,360
13760,2017,451965.0,9,1,1,1,1,584.0,1,36,81,161,0,,New York,NY,,1.3,3.989807692307693,2784.6748369679435,207.5534039976107,4.7,360
13761,2017,451965.0,9,1,1,1,1,371.0,1,13,57,95,3,,Georgia,GA,548.4,2.7,3.989807692307693,1769.031446087512,223.4566037163173,4.7,360
13762,2017,451965.0,9,1,1,1,1,450.0,1,8,59,79,0,,Colorado,CO,335.0,2.1,3.989807692307693,2145.7254736910522,325.9329833454763,2.8,360
13765,2017,451965.0,9,1,1,1,1,275.0,1,13,117,117,0,,Georgia,GA,548.4,2.7,3.989807692307693,1311.2766783667541,134.4899157299235,4.7,360
13766,2017,451965.0,9,1,1,1,1,436.0,3,6,37,80,0,1.0,California,CA,,2.6,3.989807692307693,2078.9695700651087,311.8454355097663,4.8,360
13767,2017,451965.0,9,1,1,1,1,200.0,1,36,5,124,1,,New York,NY,,1.3,3.989807692307693,953.6557660849121,92.28926768563664,4.7,360
13768,2017,451965.0,9,1,1,1,1,170.0,1,42,77,89,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,810.6074011721754,109.29537993332701,4.9,360
13772,2017,451965.0,9,1,1,1,1,268.0,1,34,29,100,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,1277.8987265537821,153.34784718645383,4.6,360
13774,2017,451965.0,9,1,1,1,1,130.0,1,36,81,198,1,,New York,NY,,1.3,3.989807692307693,619.8762479551929,37.56825745182987,4.7,360
13775,2017,451965.0,9,1,1,1,1,1363.0,1,12,99,513,0,,Florida,FL,968.0,2.7,3.989807692307693,6499.164045868676,152.02722914312693,4.2,360
13777,2017,451965.0,9,1,1,1,1,224.0,1,17,111,74,1,,Illinois,IL,815.5,1.4,3.989807692307693,1068.0944580151015,173.2045067051516,5.0,360
13778,2017,451965.0,9,1,1,1,1,315.0,1,36,71,150,1,,New York,NY,,1.3,3.989807692307693,1502.0078315837366,120.16062652669892,4.7,360
13779,2017,451965.0,9,1,1,1,1,408.0,1,42,41,127,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1945.4577628132208,183.82278073825708,4.9,360
13780,2017,451965.0,9,1,1,1,1,97.0,1,31,53,95,1,,Nebraska,NE,118.2,1.6,3.989807692307693,462.5230465511824,58.4239637748862,2.9,360
13781,2017,451965.0,9,1,1,1,1,505.0,1,36,61,120,0,,New York,NY,,1.3,3.989807692307693,2407.9808093644033,240.79808093644033,4.7,360
13782,2017,451965.0,9,1,1,1,1,352.0,1,36,59,95,9,,New York,NY,,1.3,3.989807692307693,1678.4341483094452,212.01273452329832,4.7,360
13783,2017,451965.0,9,1,1,1,1,295.0,1,46,99,84,1,,South Dakota,SD,49.5,1.9,3.989807692307693,1406.6422549752454,200.94889356789218,3.3,360
13784,2017,451965.0,9,1,1,1,1,245.0,1,48,481,109,1,,Texas,TX,,1.1,3.989807692307693,1168.2283134540176,128.61229138943312,4.3,360
13785,2017,451965.0,9,1,1,1,1,438.0,1,37,183,130,0,,North Carolina,NC,537.0,1.9,3.989807692307693,2088.5061277259574,192.7851810208576,4.6,360
13786,2017,451965.0,9,1,1,1,1,392.0,1,36,79,96,1,,New York,NY,,1.3,3.989807692307693,1869.1653015264278,233.64566269080348,4.7,360
13787,2017,451965.0,9,1,1,1,1,105.0,1,55,17,44,1,,Wisconsin,WI,319.1,1.5,3.989807692307693,500.66927719457885,136.5461665076124,3.3,360
13788,2017,451965.0,9,1,1,1,1,660.0,1,6,37,154,0,,California,CA,,2.6,3.989807692307693,3147.06402808021,245.22576842183452,4.8,360
13791,2017,451965.0,9,1,1,1,2,52.0,1,12,99,73,1,,Florida,FL,968.0,2.7,3.989807692307693,247.95049918207718,40.7589861669168,4.2,360
13792,2017,451965.0,9,1,1,1,1,300.0,1,36,47,78,1,,New York,NY,,1.3,3.989807692307693,1430.4836491273684,220.07440755805666,4.7,360
13793,2017,451965.0,9,1,1,1,1,510.0,1,36,103,210,1,,New York,NY,,1.3,3.989807692307693,2431.8222035165263,138.96126877237293,4.7,360
13794,2017,451965.0,9,1,1,1,1,355.0,1,31,153,184,1,,Nebraska,NE,118.2,1.6,3.989807692307693,1692.7389848007192,110.39602074787298,2.9,360
13795,2017,451965.0,9,1,1,1,1,417.0,1,36,59,143,1,,New York,NY,,1.3,3.989807692307693,1988.3722722870418,166.85641445765387,4.7,360
13796,2017,451965.0,9,1,1,1,1,215.0,1,51,87,92,3,,Virginia,VA,509.6,1.2,3.989807692307693,1025.1799485412805,133.71912372277572,3.8,360
13799,2017,451965.0,9,1,1,1,1,210.0,1,6,19,46,1,,California,CA,,2.6,3.989807692307693,1001.3385543891577,261.2187533189107,4.8,360
13800,2017,451965.0,9,1,1,1,1,98.0,1,36,25,33,3,,New York,NY,,1.3,3.989807692307693,467.29132538160695,169.92411832058434,4.7,360
13801,2017,451965.0,9,1,1,1,2,219.0,1,48,121,201,1,,Texas,TX,,1.1,3.989807692307693,1044.2530638629787,62.34346649928231,4.3,360
13802,2017,451965.0,9,1,1,1,1,844.0,1,36,61,197,0,,New York,NY,,1.3,3.989807692307693,4024.4273328783297,245.14278169817234,4.7,360
13803,2017,451965.0,9,1,1,1,1,1092.0,1,49,35,400,0,,Utah,UT,163.3,2.7,3.989807692307693,5206.960482823621,156.2088144847086,3.2,360
13804,2017,451965.0,9,1,1,1,1,397.0,3,8,49,39,0,1.0,Colorado,CO,335.0,2.1,3.989807692307693,1893.0066956785506,582.4635986703232,2.8,360
13805,2017,451965.0,9,1,1,1,2,320.0,3,36,119,159,0,4.0,New York,NY,,1.3,3.989807692307693,1525.8492257358596,115.15843213100827,4.7,360
13807,2017,451965.0,9,1,1,1,1,397.0,1,34,25,114,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,1893.0066956785506,199.26386270300532,4.6,360
13810,2017,451965.0,9,1,1,1,1,480.0,1,6,71,219,0,,California,CA,,2.6,3.989807692307693,2288.773838603789,125.41226512897474,4.8,360
13811,2017,451965.0,9,1,1,1,1,1208.0,1,6,75,315,0,,California,CA,,2.6,3.989807692307693,5760.0808271528695,219.43165055820455,4.8,360
13815,2017,451965.0,9,1,1,1,1,401.0,1,51,41,135,1,,Virginia,VA,509.6,1.2,3.989807692307693,1912.079811000249,169.9626498666888,3.8,360
13818,2017,451965.0,9,1,1,1,1,520.0,3,4,21,145,0,5.0,Arizona,AZ,314.7,2.2,3.989807692307693,2479.5049918207715,205.20041311620176,4.9,360
13819,2017,451965.0,9,1,1,1,1,351.0,1,53,67,162,1,,Washington,WA,491.7,3.1,3.989807692307693,1673.6658694790208,123.97524959103858,4.8,360
13821,2017,451965.0,9,1,1,1,1,480.0,1,36,119,185,1,,New York,NY,,1.3,3.989807692307693,2288.773838603789,148.46100574727282,4.7,360
13822,2017,451965.0,9,1,1,1,1,424.0,1,6,65,131,1,,California,CA,,2.6,3.989807692307693,2021.7502241000138,185.1984938106883,4.8,360
13824,2017,451965.0,9,1,1,1,1,300.0,2,55,89,118,0,,Wisconsin,WI,319.1,1.5,3.989807692307693,1430.4836491273684,145.47291347057984,3.3,360
13825,2017,451965.0,9,1,1,1,1,414.0,3,29,189,157,0,4.0,Missouri,MO,310.5,1.6,3.989807692307693,1974.067435795768,150.88413522005868,3.8,360
13826,2017,451965.0,9,1,1,1,1,272.0,1,6,65,68,1,,California,CA,,2.6,3.989807692307693,1296.9718418754805,228.8773838603789,4.8,360
13827,2017,451965.0,9,1,1,1,1,424.0,1,4,13,115,0,,Arizona,AZ,314.7,2.2,3.989807692307693,2021.7502241000138,210.9652407756536,4.9,360
13828,2017,451965.0,9,1,1,1,1,358.0,1,12,101,170,3,,Florida,FL,968.0,2.7,3.989807692307693,1707.0438212919926,120.4972109147289,4.2,360
13829,2017,451965.0,9,1,1,1,1,143.0,3,48,113,57,0,4.0,Texas,TX,,1.1,3.989807692307693,681.8638727507122,143.55028900014995,4.3,360
13830,2017,451965.0,9,1,1,1,1,186.0,1,48,121,137,1,,Texas,TX,,1.1,3.989807692307693,886.8998624589683,77.68465948545708,4.3,360
13831,2017,451965.0,9,1,1,1,1,328.0,1,32,3,101,3,,Nevada,NV,153.7,2.3,3.989807692307693,1563.995456379256,185.82124234208985,5.0,360
13832,2017,451965.0,9,1,1,1,2,776.0,1,36,61,367,0,,New York,NY,,1.3,3.989807692307693,3700.1843724094592,120.98695495616761,4.7,360
13833,2017,451965.0,9,1,1,1,1,383.0,1,34,25,104,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,1826.2507920526068,210.72124523683925,4.6,360
13834,2017,451965.0,9,1,1,1,1,75.0,3,13,63,59,0,9.0,Georgia,GA,548.4,2.7,3.989807692307693,357.6209122818421,72.73645673528992,4.7,360
13835,2017,451965.0,9,1,1,1,1,143.0,1,48,143,96,3,,Texas,TX,,1.1,3.989807692307693,681.8638727507122,85.23298409383902,4.3,360
13837,2017,451965.0,9,1,1,1,1,250.0,1,34,3,80,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,1192.0697076061401,178.81045614092102,4.6,360
13840,2017,451965.0,9,1,1,1,1,220.0,1,42,17,57,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1049.0213426934033,220.8465984617691,4.9,360
13842,2017,451965.0,9,1,1,1,1,452.0,1,6,65,102,0,,California,CA,,2.6,3.989807692307693,2155.2620313519014,253.56023898257664,4.8,360
13844,2017,451965.0,9,1,1,1,1,2194.0,1,6,111,1055,0,,California,CA,,2.6,3.989807692307693,10461.603753951485,118.99454506864248,4.8,360
13845,2017,451965.0,9,1,1,1,1,275.0,1,34,21,250,1,,New Jersey,NJ,600.2,1.6,3.989807692307693,1311.2766783667541,62.9412805616042,4.6,360
13846,2017,451965.0,9,1,1,1,1,474.0,1,48,85,158,0,,Texas,TX,,1.1,3.989807692307693,2260.164165621242,171.6580378952842,4.3,360
13847,2017,451965.0,9,1,1,1,1,606.0,1,34,13,479,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,2889.576971237284,72.39023727525556,4.6,360
13848,2017,451965.0,9,1,1,1,1,80.0,3,12,127,29,0,1.0,Florida,FL,968.0,2.7,3.989807692307693,381.4623064339649,157.84647162784756,4.2,360
13849,2017,451965.0,9,1,1,1,1,1150.0,1,6,59,213,0,,California,CA,,2.6,3.989807692307693,5483.520654988245,308.9307411260983,4.8,360
13850,2017,451965.0,9,1,1,1,1,417.0,1,42,3,600,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1988.3722722870418,39.76744544574083,4.9,360
13852,2017,451965.0,9,1,1,1,1,1750.0,1,6,37,415,0,,California,CA,,2.6,3.989807692307693,8344.487953242982,241.28639864798984,4.8,360
13853,2017,451965.0,9,1,1,1,1,228.0,1,48,491,165,3,,Texas,TX,,1.1,3.989807692307693,1087.1675733368,79.06673260631273,4.3,360
13854,2017,451965.0,9,1,1,1,1,226.0,1,37,101,70,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1077.6310156759507,184.7367455444487,4.6,360
13855,2017,451965.0,9,1,1,1,1,221.0,1,29,189,57,1,,Missouri,MO,310.5,1.6,3.989807692307693,1053.789621523828,221.85044663659536,3.8,360
13856,2017,451965.0,9,1,1,1,1,502.0,1,13,57,159,0,,Georgia,GA,548.4,2.7,3.989807692307693,2393.6759728731295,180.6547904055192,4.7,360
13857,2017,451965.0,9,1,1,1,1,282.0,1,49,49,51,1,,Utah,UT,163.3,2.7,3.989807692307693,1344.6546301797262,316.38932474817085,3.2,360
13859,2017,451965.0,9,1,1,1,1,731.0,1,6,19,455,0,,California,CA,,2.6,3.989807692307693,3485.611825040354,91.92822395710824,4.8,360
